text,label,category
"We may process sensitive personal data when we determine it is necessary for legal compliance or vital interests.",1,privacy
"Notice of policy changes will be provided through channels the Company considers effective.",1,employment
"The Company may refuse service to users it considers in violation of any applicable terms.",1,tos
"Maintenance priorities will be set based on what the Landlord considers urgent versus routine.",1,rental
"We may transfer your data in connection with a business transaction we consider in the best interest of our users.",1,privacy
"Performance metrics and evaluation criteria may be adjusted as the Company considers necessary for business alignment.",1,employment
"The Company may impose geographic restrictions on service availability as it deems appropriate.",1,tos
"The Landlord may modify shared storage space allocation as building occupancy and needs change.",1,rental
"We may provide your data to regulatory authorities when we consider it necessary for compliance.",1,privacy
"Mandatory overtime may be required during periods the Company considers critical for business operations.",1,employment
"The Company may discontinue features that it determines are no longer viable or beneficial.",1,tos
"The Landlord may implement new building policies that it considers necessary for safety and security.",1,rental
"We may change our data breach notification procedures based on what we consider best practices at the time.",1,privacy
"Workplace safety standards will be maintained at levels the Company considers compliant with applicable regulations.",1,employment
"User-generated content licenses granted to the Company may survive account termination for purposes the Company deems necessary.",1,tos
"The Landlord may adjust shared utility costs to reflect what it considers each unit's fair share.",1,rental
"We may revise consent mechanisms to align with what we consider current regulatory expectations.",1,privacy
"Training and development opportunities will be allocated based on what management considers the greatest business need.",1,employment
"Refund eligibility may be determined at the Company's discretion based on circumstances it considers relevant.",1,tos
"The Landlord may modify landscaping and exterior appearance as it considers appropriate for property value.",1,rental
"We may process your data for automated profiling when we believe it provides meaningful benefits to the user experience.",1,privacy
"Workplace flexibility policies may be revised based on what the Company considers productive working arrangements.",1,employment
"The Company reserves the right to verify user identities through methods it considers reliable and appropriate.",1,tos
"Tenant improvement requests will be considered and approved or denied at the Landlord's sole discretion.",1,rental
"Data minimization principles are applied to the extent we consider practical for our business operations.",1,privacy
"The Tenant agrees to a maximum occupancy of 4 persons in the two-bedroom unit.",0,rental
"Background checks are conducted through Sterling and results are shared only with the hiring manager.",0,employment
"Two-factor authentication uses time-based one-time passwords (TOTP) compliant with RFC 6238.",0,tos
"Right to erasure requests are processed within 15 business days and confirmed via email.",0,privacy
"The Landlord shall replace the water heater if it fails within the first 5 years of installation.",0,rental
"Employees must log all working hours through the company's designated time-tracking system daily.",0,employment
"Nonprofit organizations qualify for a permanent 30% discount on all subscription tiers.",0,tos
"We only process biometric data with explicit written consent obtained separately from general terms.",0,privacy
"The property is zoned for residential use and the Tenant shall not conduct any business on the premises.",0,rental
"The relocation package includes $10,000 for moving expenses and 30 days of temporary housing.",0,employment
"Support tickets submitted through the help center receive an initial response within 8 business hours.",0,tos
"Personal data breach notification includes the nature of the breach, data affected, and remedial actions taken.",0,privacy
"Carpet cleaning at move-out must be performed by a professional cleaner and a receipt must be provided.",0,rental
"The Employee's annual leave balance carries over up to a maximum of 5 unused days per year.",0,employment
"Student accounts require verification through a .edu email address and are limited to one per student.",0,tos
"Cookies categorized as strictly necessary do not require user consent under applicable regulations.",0,privacy
"The Landlord provides pest control service quarterly and additionally upon written request by the Tenant.",0,rental
"Direct reports include up to 8 team members as specified in the organizational chart.",0,employment
"API documentation is publicly available at docs.company.com and updated within 48 hours of any API change.",0,tos
"We publish a complete list of all third-party data sub-processors on our trust center page.",0,privacy
"Window coverings must be white or off-white on the exterior-facing side.",0,rental
"The Employee shall receive a home office stipend of $75 per month for remote work expenses.",0,employment
"Bulk data export requests over 10GB may take up to 5 business days to process.",0,tos
"Privacy impact assessments are reviewed and signed off by the Data Protection Officer before implementation.",0,privacy
"The Company may use your likeness and testimonials in any medium it considers appropriate for promotional purposes.",1,tos
"The Landlord may enter the premises without notice in situations it considers emergencies.",1,rental
"The Company reserves the right to claw back bonuses under circumstances it deems warranted.",1,employment
"We may infer additional personal data from your usage patterns as we see fit.",1,privacy
"The Employee's right to inventions may be limited in ways the Company considers necessary to protect trade secrets.",1,employment
"Content removal appeals will be reviewed in a timeframe the Company considers practical.",1,tos
"Utility billing adjustments may be made retroactively for periods the Landlord considers incorrectly billed.",1,rental
"We may share your location data with partners we consider relevant to your geographic area.",1,privacy
"Termination procedures may be expedited in situations the Company considers gross misconduct.",1,employment
"The Company may limit customer support availability to levels it considers sustainable.",1,tos
"The Landlord may dispose of items left behind after a period it considers reasonable.",1,rental
"Consent withdrawal may not apply to processing the Company considers necessary for legal obligations.",1,privacy
"Drug and alcohol testing may be conducted at times and under circumstances management considers appropriate.",1,employment
"The Company reserves the right to conduct audits of user accounts in a manner it deems necessary.",1,tos
"The Landlord may charge administrative fees for lease modifications at rates it considers fair.",1,rental
"We may process your data for fraud prevention using methods we determine appropriate.",1,privacy
"References provided after employment will include information the Company considers relevant to the inquiry.",1,employment
"Feature availability may differ across regions based on what the Company considers local market requirements.",1,tos
"The Landlord may restrict deliveries to hours it considers appropriate for building operations.",1,rental
"We may contact you through channels we consider most effective for the type of communication.",1,privacy
"The Employee may be required to sign restrictive covenants that the Company deems appropriate during employment.",1,employment
"Technical requirements may change and the Company is not liable for issues arising from changes it considers necessary.",1,tos
"Parking fees may be introduced or modified based on costs the Landlord considers reasonable to pass on.",1,rental
"We may create aggregated profiles using your data combined with third-party data we consider reliable.",1,privacy
"Workplace surveillance may be conducted through means the Company considers appropriate for security.",1,employment
"Beta program participation terms may be modified at the Company's discretion based on program needs.",1,tos
"Building renovations may temporarily affect amenity access for periods the Landlord considers necessary.",1,rental
"We may change our approach to data anonymization based on techniques we consider sufficiently protective.",1,privacy
"Exit interview participation is expected and may influence references in ways the Company considers appropriate.",1,employment
"Account verification requirements may increase based on risk levels the Company determines applicable.",1,tos
"The Landlord may modify recycling and waste disposal rules as it considers necessary for compliance.",1,rental
"We may extend data retention for accounts involved in matters we consider unresolved.",1,privacy
"The Company reserves the right to define what constitutes a conflict of interest.",1,employment
"Service region expansions or contractions will be made based on what the Company considers viable markets.",1,tos
"The Landlord may update security systems and access methods as it considers necessary for tenant safety.",1,rental
"We may process your data for purposes we determine are compatible with those described in this privacy notice.",1,privacy
"On-call requirements may be assigned based on what management considers equitable rotation.",1,employment
"Marketplace seller fees may be adjusted to reflect what the Company considers fair commission structures.",1,tos
"Common area decoration policies may be changed for seasons or events the Landlord considers appropriate.",1,rental
"We may revise our cookie categories based on what we determine constitutes essential functionality.",1,privacy
"Dress code standards will be enforced at levels management considers professional for the workplace.",1,employment
"Data portability formats may be changed to what the Company considers the most practical standard.",1,tos
"The Landlord may alter guest registration requirements based on security needs it identifies.",1,rental
"We may update our privacy practices to reflect what we consider emerging industry standards.",1,privacy
